school_number,school,year,meet,sport,event,division,rank,source
406050,南葛飾,令和5年度,2023(令和5年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和6年度,2025(令和7年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和7年度,2026(令和8年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和5年度,第105回全国高等学校野球選手権記念大会 東東京大会,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和6年度,第106回全国高等学校野球選手権大会 東東京大会,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和7年度,第107回全国高等学校野球選手権大会 東東京大会,硬式野球,,,三回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406050,南葛飾,令和8年度,第108回全国高等学校野球選手権大会 東東京大会,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和4年度,2022(令和4年) 秋季東京都高等学校野球大会,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和4年度,2022(令和4年)年度 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和5年度,2023(令和5年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和5年度,2023(令和5年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和6年度,2024(令和6年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和5年度,2024(令和6年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和7年度,2025(令和7年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和6年度,2025(令和7年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和7年度,2025(令和7年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
409240,国分寺,令和7年度,2026(令和8年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和4年度,2022(令和4年)年度 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和5年度,2023(令和5年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和5年度,2023(令和5年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和6年度,2024(令和6年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和7年度,2025(令和7年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
410240,国立,令和7年度,2026(令和8年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和4年度,2022(令和4年)年度 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和4年度,2023(令和5年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和5年度,2023(令和5年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和5年度,2024(令和6年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和6年度,2025(令和7年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和7年度,2025(令和7年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和7年度,2026(令和8年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和5年度,第105回全国高等学校野球選手権記念大会 東東京大会,硬式野球,,,三回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和6年度,第106回全国高等学校野球選手権大会 東東京大会,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和7年度,第107回全国高等学校野球選手権大会 東東京大会,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
402930,国際,令和8年度,第108回全国高等学校野球選手権大会 東東京大会,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和4年度,2022(令和4年)年度 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和5年度,2023(令和5年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和4年度,2023(令和5年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和6年度,2024(令和6年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和5年度,2024(令和6年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和7年度,2025(令和7年) 秋季東京都高等学校野球大会,硬式野球,,,三回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和7年度,2025(令和7年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和8年度,2026(令和8年) 春季東京都高等学校野球大会 (兼関東地区高等学校野球大会出場校決定戦),硬式野球,,,三回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和5年度,第105回全国高等学校野球選手権記念大会 東東京大会,硬式野球,,,五回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和6年度,第106回全国高等学校野球選手権大会 東東京大会,硬式野球,,,四回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和7年度,第107回全国高等学校野球選手権大会 東東京大会,硬式野球,,,四回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406230,城東,令和8年度,第108回全国高等学校野球選手権大会 東東京大会,硬式野球,,,四回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406730,墨田工科,令和5年度,2023(令和5年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,二回戦進出,一般財団法人 東京都高等学校野球連盟 試合結果
406730,墨田工科,令和5年度,2024(令和6年) 春季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
406730,墨田工科,令和6年度,2024(令和6年) 秋季東京都高等学校野球大会 一次予選,硬式野球,,,一回戦出場,一般財団法人 東京都高等学校野球連盟 試合結果
